nom,lat,lon,adr1,adr2,adr3,adr4,tel,mail,web,intro,langues_nbr,langues,visite,activites_nbr,activites,services_nbr,services,url
"Point de dépôt Détours de Loire",47.32522,0.407785,"DETOURS DE LOIRE","Hôtel-Restaurant Errard","2 rue Gambetta","37130 LANGEAIS","02 47 96 82 12",detoursdeloire@orange.fr,http://www.detoursdeloire.com,"<p>Notre volonté est de permettre aux personnes souhaitant
découvrir la région du Val de Loire à vélo, de circuler à son
rythme sur des routes peu fréquentées en utilisant les différents
points relais répartis le long de la Loire. Ce réseau permet de
découvrir un maximum de sites sans la contrainte du retour de vélo.
Dans chaque point du réseau le long de la Vallée de la Loire, à
proximité d'une gare SNCF, vous trouverez du matériel de qualité et
des tarifs identiques.</p>",3,"Français
Anglais
Espagnol",,1,Cyclotourisme,4,"Boutiques
Livraison de vélos
Réparation vélos
Transfert de bagages",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/point-de-depot-detours-de-loire-langeais
"Art Montgolfières",47.413326,0.984407,"ART MONTGOLFIERES","37400 AMBOISE",,,"02 54 32 08 11",charles@art-montgolfieres.fr,http://www.art-montgolfieres.fr,"<p>Vol en montgolfière à la découverte des Châteaux du Val de
Loire. Prestation de 3h : mise en place de la montgolfière, vol
excursion 1h, toast des aérosties, remise des diplômes, retour en
4X4 au site de décollage. Départ de Chenonceaux, Amboise, Chaumont,
Loches.</p>",3,"Français
Anglais
Espagnol",,1,Montgolfière,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/art-montgolfieres-amboise
"La Balade Gourmande",47.393446,0.680722,"LA BALADE GOURMANDE","26 place du grand Marché","37000 TOURS",,"02 47 75 11 65",labaladegourmande.tours@gmail.com,http://www.labaladegourmande.com,"<p>En plein cœur des quartiers historiques, épicerie fine
entièrement dédiée aux spécialités les plus remarquables de notre
région. Vins &amp; bières de Loire, rillettes, terrines de poissons
de Loire, truffes de Touraine, caviar de Sologne, biscuits,
confiseries anciennes, etc… Confection de paniers gourmets
personnalisables, dégustation sur place et boutique privatisable
sur demande.</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/la-balade-gourmande-tours
"Atelier Cannepaille - Restauration et création de meubles en
cannage",47.228264,0.477807,"ATELIER CANNEPAILLE","63 rue Jolivet","37190 VILLAINES-LES-ROCHERS",,"02 47 45 40 62",rose.d.delaunay@bbox.fr,http://atelier-cannepaille.com,"<p>Restauration de mobiliers anciens en cannage, paillage.
Vanneries déco maison, jardin ; petites vanneries utilitaires.
Stages en cannage, paillage (adultes) et création de bijoux en
matières végétales.</p>",0,,,1,Vannerie,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/atelier-cannepaille-restauration-et-creation-de-meubles-en-cannage-villaines-les-rochers
"Grand Aquarium de Touraine",47.348993,0.980956,"AQUARIUM DU VAL DE LOIRE","Lieu-dit Les Hauts Boeufs","37400 AMBOISE",,"02 47 23 44 44",contact@aquariumduvaldeloire.com,http://www.aquariumduvaldeloire.com,"<p>Dans une ambiance de bords de Loire, plus de 10 000 poissons
d’eau douce de la Loire aux tropiques (silures, esturgeons,
piranhas, caïmans), sans oublier les bassins tactiles et le tunnel
à requins.</p>",1,Anglais,oui,2,"Vivarium
Aquarium",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/grand-aquarium-de-touraine-amboise
Amuz'land,47.081879,0.532979,AMUZLAND,"Bord de Vienne","37800 POUZAY",,,,http://www.amuzland.fr,"<p>Sur les rives de la Vienne, les nombreuses attractions
d'Amuz'land sauront ravir les enfants de 2 à 12 ans : piscine à
balles, parcours aventures de la jungle, toboggan, bateaux à
pédales... rafraîchissements et petite restauration sur place.</p>",0,,,1,"Jeux pour enfants",1,"Espace jeux",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/amuz-land-pouzay
"Domaine Godefroy Jérôme",47.236387,0.127458,"Domaine Godefroy Jérôme","19 Le Plessis","Route n°14","37140 CHOUZE-SUR-LOIRE","02 47 95 16 56",domaine.godefroy@orange.fr,http://www.domainegodefroy.fr,"<p>Le Domaine Godefroy Jérôme s'étend sur 11 hectares sur des
terroirs de sables et de graviers. Depuis 4 générations, nous
produisons des Bourgueil rouges et rosés et des St Nicolas de
Bourgueil dans un esprit familial. Nous serons heureux de vous les
faire découvrir dans un cadre sympathique. Vous voulez pique niquer
? Installez-vous sur les bords de l'étang situé sur notre
propriété. Mê,me les campings cars sont les bienvenus pour passer
une nuit ou deux àcôté du vignoble. , Ce domaine est accessible aux
personnes àmobilité réduite.</p>",2,"Anglais
Allemand",oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-godefroy-jerome-chouze-sur-loire
"Cave des Producteurs de Vouvray",47.41681,0.780575,"Cave des Producteurs de Vouvray","38 La Vallée Coquette","37210 VOUVRAY",,"02 47 52 64 40",visites@cavedevouvray.com,http://www.cp-vouvray.com,"<p>Partez à la découverte des caves troglodytiques (2,5kms,
reconnues caves d'excellence) et des méthodes d'élaboration des
vins de Vouvray. Un vaste espace de dégustation climatisée, une
vidéo et Musée de la Tonnellerie vous attendent. Vous pouvez
également trouver un choix d'articles liés au vin dans la belle
boutique de vente située à 15 minutes de Tours dans la Vallée
Coquette.</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cave-des-producteurs-de-vouvray-vouvray
"Les Belles Caves",47.383274,0.689797,"LES BELLES CAVES","Les Halles Centrales","37000 TOURS",,"02 47 38 73 18",tours@lesbellescaves.fr,http://www.lesbellescaves.fr,,1,Anglais,,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-belles-caves-tours
"1001 Vins",47.383274,0.689797,"1001 VINS","13 place Gaston Pailhou","37000 TOURS",,"02 47 20 68 49",henri-clement@wanadoo.fr,http://1001-vins.com,,1,Anglais,,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/1001-vins-tours
"Point de dépôt Loire Vélo Nature",47.340655,0.511446,"LOIRE VELO NATURE","Hôtel Le Colombien","2 rue de la Mairie","37510 VILLANDRY","02 47 50 07 27",contact@loirevelonature.com,http://www.loirevelonature.com,"<p>Vous pouvez prendre des vélos à cette adresse et les restituer
dans un tout autre lieu. Pour toute demande, nos vélos sont
disponibles directement chez nos partenaires, répartis tout au long
de l'itinéraire de « La Loire à Vélo ».</p>",1,Anglais,,3,"Activités pour les enfants(3 mois)
Activités pour les familles
Randonnée pédestre Cyclotourisme",3,"Livraison de vélos
Réparation vélos
Transfert de bagages",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/point-de-depot-loire-velo-nature-villandry
"Atelier les dentelles d'isabelle",47.409499,0.757301,"LES DENTELLES D'ISABELLE","18 rue du Moulin","37210 ROCHECORBON",,"02 36 70 63 22",lesdentellesdisabelle@live.fr,,"<p>Professionnelle en application de dentelles anciennes.
Artisan/Créateur de linge de maison et objets de décoration. Cours
de broderie et couture fine avec un enseignement sur l'historique
de la dentelle, des étoffes anciennes, du costume féminin de 1850 à
1940.</p>",0,,,2,"Activités pour les enfants(12 ans)
Travaux d'aiguille",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/atelier-les-dentelles-d-isabelle-rochecorbon
"Atelier de céramistes - Jacqueline et Bernard COURCOUL",46.842595,0.812634,"ATELIER DE CERAMISTES - JACQUELINE ET BERNARD",COURCOUL,"16 rue du Terrier Blanc","37290 CHAMBON","02 47 94 53 72",bernard.courcoul@gmail.com,,"<p>Visite des ateliers et salles d'expositions, démonstration de
tournage. Commentaires F/GB. TLJ 14.00/19.00 sur réservation.</p>",1,Anglais,,1,Céramique,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/atelier-de-ceramistes-jacqueline-et-bernard-courcoul-chambon
"Canoë company Cher",47.323465,1.060181,"CANOE COMPANY","Maison éclusière","37150 CIVRAY-DE-TOURAINE",,,contact@canoe-company.fr,http://www.canoe-company.fr,"<p>Balades sur le Cher (passage sous le château de Chenonceau),
balades sur place, en soirée, 1/2 journée ou 1 journée...
Organisation de raids nature de plusieurs jours. Location de canoës
canadiens haut de gamme.</p>",1,Anglais,,3,"Activités pour les enfants(savoir nager)
Activités pour les familles
Canoé kayak",2,"Livraison de vélos
Transfert de bagages",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/canoe-company-cher-civray-de-touraine
"Cathelineau jean-charles",47.435138,0.871259,"CATHELINEAU JEAN CHARLES","24 rue des Violettes","Vallée du Vau","37210 CHANCAY","02 47 52 20 61",cathelineau@wanadoo.fr,http://www.vin-vouvray-cathelineau.com,"<p>Propriété familiale créée au début du 18e siècle où depuis 7
générations, les vignerons ont creusé le tuffeau de père en fils.
Exploitation en lutte raisonnée avec vendanges manuelles
uniquement. Création d'un Musée de la vigne, du vin et de la
tonnellerie avec visites de caves à thèmes éducatifs.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cathelineau-jean-charles-chancay
"CNVL Compagnie de navigation Vienne Loire",47.163844,0.236409,"CNVL COMPAGNIE DE NAVIGATION VIENNE LOIRE","Port de Pontille (courrier)","embarquement: Pointe du camping-quai Danton","37500 CHINON","02 47 93 37 09",cnvl@bbox.fr,http://www.bateaux-promenades-chinon.com,"<p>Dans une ambiance chaleureuse et conviviale, ""La Chinonaise""""la
Diligente"" et ""Le Tonnant"" vous proposent divers thèmes de
croisières et d'excursions en bateau à Chinon. Ces 3 bateaux
traditionnels du patrimoine fluvial vous convient à un voyage
d'exception au cœur de la nature et de l'histoire.</p>",2,"Français
Anglais",oui,1,"Bateaux promenade",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cnvl-compagnie-de-navigation-vienne-loire-chinon
"Pascal et Alain Lorieux",47.28421,0.129341,"Pascal et Alain Lorieux","64 avenue Saint-Vincent","37140 SAINT-NICOLAS-DE-BOURGUEIL",,"02 47 97 92 93",contact@lorieux.fr,http://www.lorieux.fr,"<p>Pascal et Alain Lorieux vous proposent d'affiner vos
connaissances sur la vigne et le vin par une dégustation de
différentes cuvées en fonction des terroirs. Visite sur
demande.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/pascal-et-alain-lorieux-saint-nicolas-de-bourgueil
"Musée de la poire tapée",47.264816,0.354028,"MUSEE DE LA POIRE TAPEE","7 chemin de la Buronnière","37190 RIVARENNES",,"02 47 95 47 78",musee.poiretapee@wanadoo.fr,http://asso-petri.fr,"<p>Découverte de la spécialité de Rivarennes : la poire tapée.
Présentation audiovisuelle (F/GB/D) de son histoire et des
différentes phases de sa fabrication. Possibilité de découvrir deux
vergers de vieilles variétées de poiriers. Dégustations en fin de
visite.</p>",1,Anglais,oui,2,"Activités pour les enfants(4)
Activités pour les familles",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/musee-de-la-poire-tapee-rivarennes
"Visites guidées en gyropodes Segway®",47.413326,0.984407,FREEMOVE,"Quai du Général de Gaulle","Face à l'Office de Tourisme","37400 AMBOISE","02 47 30 95 35",contact@freemove.fr,http://www.freemove.fr,,2,"Anglais
Espagnol",,2,"Activités pour les enfants(12 ans)
Randonnée Cyclo / VTT",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/visites-guidees-en-gyropodes-segway-r-amboise
"Les Mariniers du Jean Bricau",47.359401,0.805413,"LES MARINIERS DU JEAN BRICAU","Mairie de Véretz","Rue Moreau Vincent","37270 VERETZ",,,,"<p>Découverte du patrimoine du Cher de Larçay canalisé à bord d'un
futreau (barrage à aiguilles, écluse, maison éclusière,
château...).</p>",0,,,1,"Bateaux promenade",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-mariniers-du-jean-bricau-veretz
"Reines de Touraine",47.266826,0.354063,"REINES DE TOURAINE","27 rue du Commerce","37190 RIVARENNES",,"02 47 95 47 46",reinesdetouraine@sfr.fr,,"<p>Production traditionnelle, exclusivement en four à bois, de
poires et pommes tapées ainsi qu'une large gamme de produits
dérivés (fruits déshydratés, réhydratés dans différents vins de
Loire, confitures, confitures sèches, confits de vin...).
Production et commercialisation de vin d'Hypocras</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/reines-de-touraine-rivarennes
"Cours de cuisine au château d'Artigny",47.285297,0.700592,"COURS DE CUISINE AU CHATEAU D'ARTIGNY","Route de Monts","37250 MONTBAZON",,"02 47 34 30 30",artigny@grandesetapes.fr,http://www.artigny.com,"<p>Les cuisiniers amateurs découvriront de délicieuses recettes
dont le produit phare est toujours de saison. Ils dégusteront
ensuite, lors d'un déjeuner convivial avec le Chef, le fruit de
leurs nouveaux savoir-faire.</p>",4,"Français
Anglais
Allemand
Espagnol",,2,"Activités pour les familles
Gastronomie",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cours-de-cuisine-au-chateau-d-artigny-montbazon
"SPA du Château d'Artigny",47.280597,0.689907,"SPA DU CHÂTEAU D'ARTIGNY","Château d'Artigny","37250 MONTBAZON",,"02 47 34 30 41",artigny@grandesetapes.fr,http://www.artigny.com,"<p>Flâneries au spa, rituels marins, rituels du monde, soins de
haute beauté, relaxation et bien-être sont disponibles sur
rendez-vous en cabine solo ou duo.</p>",1,Anglais,,3,"Centre de soins / Bien être
Parcours de Santé
Salle de remise en forme",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/spa-du-chateau-d-artigny-montbazon
"Nature en jeux",47.379135,0.42033,"NATURE EN JEUX",L'Offerrière,"37130 MAZIERES-DE-TOURAINE",,"06 23 01 74 78",lofferiere@sfr.fr,http://www.nature-en-jeux37.com/,"<p>Un parcours d'une heure de jeux d'adresse, de
questions-réponses, pour découvrir un milieu naturel
particulier.</p>",0,,,3,"Activités pour les enfants
Activités pour les familles
Parc à thèmes",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/nature-en-jeux-mazieres-de-touraine
"Domaine marc brédif",47.410349,0.775559,"DOMAINE MARC BREDIF","87 quai de la Loire","37210 ROCHECORBON",,"02 47 52 50 07",bredif.loire@domaine-bredif.fr,http://www.deladoucette.net/bredif/bredif_accueil.html?page=81,"<p>Au coeur de la Touraine, le Domaine Marc Brédif (reconnue ""Cave
d'excellence"") vous accueille dans le site majestueux de ses caves
troglodytiques. En 1980, le Baron Patrick de Ladoucette a repris le
flambeau en véritable amoureux du vin. Tout au long des 2km de
galeries nous vous dévoilerons les secrets d'élaboration de nos
grands vins.</p>",1,Anglais,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-marc-bredif-rochecorbon
"Les Bains Douches",47.13218,0.998062,"LES BAINS DOUCHES","2 impasse du Sanitas","37600 LOCHES",,"02 47 59 12 12",contact@les-bains-douches.fr,http://www.les-bains-douches.fr,"<p>Centre de bien-être et remise en forme : soins du corps et
visage - espace aquatique - sauna - hammam - balnéothérapie -
espace fitness. Sur réservation.</p>",1,Anglais,,4,"Balnéothérapie
Centre de soins / Bien être
Piscine
Salle de remise en forme",2,"Massages
Soins esthétiques",http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-bains-douches-loches
"Les Douceurs Tourangelles",47.394702,0.682757,"SARL DES DOUCEURS","104 rue du Commerce","37000 TOURS",,"02 47 64 60 30",contact@douceurstourangelles.com,http://www.douceurstourangelles.com,"<p>Epicerie fine, produits gastronomiques de Touraine.</p>",1,Anglais,,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-douceurs-tourangelles-tours
"Verrerie d'Art d'Amboise-Chargé Patrick Lepage",47.437987,1.03835,"SARL VERRERIE D'ART D'AMBOISE-CHARGE - PATRICK",LEPAGE,"Levée de La Loire","Les Caves - D751","02 47 23 65 56",verreriedartdamboise@free.fr,http://www.patricklepage.com,"<p>Découverte de l'art du verre soufflé. Exposition permanente
libre. Visite guidée avec démonstration (environ 1 h). Groupes de
préférence sur RV. Cours individuel, journée d'initiation ou de
formation au verre.</p>",1,Anglais,,2,"Activités pour les enfants(7 ans)
Verrerie",0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/verrerie-d-art-d-amboise-charge-patrick-lepage-charge
"Château de valmer",47.457264,0.886341,"JARDINS DU CHATEAU DE VALMER","37210 CHANCAY",,,"02 47 52 93 12",jardins@chateaudevalmer.com,http://www.chateaudevalmer.com/,"<p>Célèbre pour ses jardins Renaissance d’inspiration italienne, le
Château de Valmer est également réputé pour ses vins de Vouvray.
Les longues caves de tuffeau voient vieillir les vins de ce château
à la tradition viticole de renom. Situé au cœur de l’appellation
Vouvray, le vignoble s’étend sur 29 ha dont 6 ha dans l’enceinte
historique du parc clos de murs. Aymar de Saint Venant a été
rejoint en 2009 par son fils Jean qui apporte l’enthousiasme de la
jeunesse.</p>",0,,oui,0,,0,,http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chateau-de-valmer-chancay
