1 , "nom","lat","lon","adr1","adr2","adr3","adr4","tel","mail","web","intro","description","langues_nbr","langues","visite","activites_nbr","activites","services_nbr","services","url"
221 , "Atelier les dentelles d'isabelle","47.409499","0.757301","LES DENTELLES D'ISABELLE","18 rue du Moulin","37210 ROCHECORBON",,"02 36 70 63 22","lesdentellesdisabelle@live.fr",,"<p>Professionnelle en application de dentelles anciennes. Artisan/Créateur de linge de maison et objets de décoration. Cours de broderie et couture fine avec un enseignement sur l'historique de la dentelle, des étoffes anciennes, du costume féminin de 1850 à 1940.</p>",,0,,,2,"Activités pour les enfants(12 ans) Travaux d'aiguille",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/atelier-les-dentelles-d-isabelle-rochecorbon"
222 , "Atelier de céramistes - Jacqueline et Bernard COURCOUL","46.842595","0.812634","ATELIER DE CERAMISTES - JACQUELINE ET BERNARD","COURCOUL","16 rue du Terrier Blanc","37290 CHAMBON","02 47 94 53 72","bernard.courcoul@gmail.com",,"<p>Visite des ateliers et salles d'expositions, démonstration de tournage. Commentaires F/GB. TLJ 14.00/19.00 sur réservation.</p>","Groupes acceptés (jusqu'à 15 personnes)",1,"Anglais",,1,"Céramique",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/atelier-de-ceramistes-jacqueline-et-bernard-courcoul-chambon"
223 , "Canoë company Cher","47.323465","1.060181","CANOE COMPANY","Maison éclusière","37150 CIVRAY-DE-TOURAINE",,,"contact@canoe-company.fr","http://www.canoe-company.fr","<p>Balades sur le Cher (passage sous le château de Chenonceau), balades sur place, en soirée, 1/2 journée ou 1 journée... Organisation de raids nature de plusieurs jours. Location de canoës canadiens haut de gamme.</p>","Groupes acceptés (jusqu'à 200 personnes)",1,"Anglais",,3,"Activités pour les enfants(savoir nager) Activités pour les familles Canoé kayak",2,"Livraison de vélos Transfert de bagages","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/canoe-company-cher-civray-de-touraine"
224 , "Cathelineau jean-charles","47.435138","0.871259","CATHELINEAU JEAN CHARLES","24 rue des Violettes","Vallée du Vau","37210 CHANCAY","02 47 52 20 61","cathelineau@wanadoo.fr","http://www.vin-vouvray-cathelineau.com","<p>Propriété familiale créée au début du 18e siècle où depuis 7 générations, les vignerons ont creusé le tuffeau de père en fils. Exploitation en lutte raisonnée avec vendanges manuelles uniquement. Création d'un Musée de la vigne, du vin et de la tonnellerie avec visites de caves à thèmes éducatifs.</p>","Produits : Vins AOC : AOC Touraine - AOC Vouvray",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cathelineau-jean-charles-chancay"
225 , "CNVL Compagnie de navigation Vienne Loire","47.163844","0.236409","CNVL COMPAGNIE DE NAVIGATION VIENNE LOIRE","Port de Pontille (courrier)","embarquement: Pointe du camping-quai Danton","37500 CHINON","02 47 93 37 09","cnvl@bbox.fr","http://www.bateaux-promenades-chinon.com","<p>Dans une ambiance chaleureuse et conviviale, ""La Chinonaise""""la Diligente"" et ""Le Tonnant"" vous proposent divers thèmes de croisières et d'excursions en bateau à Chinon. Ces 3 bateaux traditionnels du patrimoine fluvial vous convient à un voyage d'exception au cœur de la nature et de l'histoire.</p>","Groupes acceptés (jusqu'à 74 personnes)",2,"Français Anglais","oui",1,"Bateaux promenade",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cnvl-compagnie-de-navigation-vienne-loire-chinon"
226 , "Pascal et Alain Lorieux","47.28421","0.129341","Pascal et Alain Lorieux","64 avenue Saint-Vincent","37140 SAINT-NICOLAS-DE-BOURGUEIL",,"02 47 97 92 93","contact@lorieux.fr","http://www.lorieux.fr","<p>Pascal et Alain Lorieux vous proposent d'affiner vos connaissances sur la vigne et le vin par une dégustation de différentes cuvées en fonction des terroirs. Visite sur demande.</p>","Produits : Vins AOC : AOC Chinon - AOC Saint Nicolas de Bourgueil",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/pascal-et-alain-lorieux-saint-nicolas-de-bourgueil"
227 , "Musée de la poire tapée","47.264816","0.354028","MUSEE DE LA POIRE TAPEE","7 chemin de la Buronnière","37190 RIVARENNES",,"02 47 95 47 78","musee.poiretapee@wanadoo.fr","http://asso-petri.fr","<p>Découverte de la spécialité de Rivarennes : la poire tapée. Présentation audiovisuelle (F/GB/D) de son histoire et des différentes phases de sa fabrication. Possibilité de découvrir deux vergers de vieilles variétées de poiriers. Dégustations en fin de visite.</p>","Produits : Biscuits / Pâtisseries - Bonbons / Confiseries - Confitures - Conserverie - Sirops et jus de fruits Groupes acceptés (jusqu'à 50 personnes)",1,"Anglais","oui",2,"Activités pour les enfants(4) Activités pour les familles",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/musee-de-la-poire-tapee-rivarennes"
228 , "Visites guidées en gyropodes Segway®","47.413326","0.984407","FREEMOVE","Quai du Général de Gaulle","Face à l'Office de Tourisme","37400 AMBOISE","02 47 30 95 35","contact@freemove.fr","http://www.freemove.fr",,"Groupes acceptés (jusqu'à 50 personnes)",2,"Anglais Espagnol",,2,"Activités pour les enfants(12 ans) Randonnée Cyclo / VTT",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/visites-guidees-en-gyropodes-segway-r-amboise"
229 , "Les Mariniers du Jean Bricau","47.359401","0.805413","LES MARINIERS DU JEAN BRICAU","Mairie de Véretz","Rue Moreau Vincent","37270 VERETZ",,,,"<p>Découverte du patrimoine du Cher de Larçay canalisé à bord d'un futreau (barrage à aiguilles, écluse, maison éclusière, château...).</p>","Groupes acceptés (jusqu'à 10 personnes)",0,,,1,"Bateaux promenade",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-mariniers-du-jean-bricau-veretz"
230 , "Reines de Touraine","47.266826","0.354063","REINES DE TOURAINE","27 rue du Commerce","37190 RIVARENNES",,"02 47 95 47 46","reinesdetouraine@sfr.fr",,"<p>Production traditionnelle, exclusivement en four à bois, de poires et pommes tapées ainsi qu'une large gamme de produits dérivés (fruits déshydratés, réhydratés dans différents vins de Loire, confitures, confitures sèches, confits de vin...). Production et commercialisation de vin d'Hypocras</p>","Produits : Biscuits / Pâtisseries - Bonbons / Confiseries - Chocolat - Condiments / Huilerie - Confitures - Conserverie - Sirops et jus de fruits - Spiritueux - Vins Groupes acceptés (jusqu'à 20 personnes)",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/reines-de-touraine-rivarennes"
231 , "Cours de cuisine au château d'Artigny","47.285297","0.700592","COURS DE CUISINE AU CHATEAU D'ARTIGNY","Route de Monts","37250 MONTBAZON",,"02 47 34 30 30","artigny@grandesetapes.fr","http://www.artigny.com","<p>Les cuisiniers amateurs découvriront de délicieuses recettes dont le produit phare est toujours de saison. Ils dégusteront ensuite, lors d'un déjeuner convivial avec le Chef, le fruit de leurs nouveaux savoir-faire.</p>","Groupes acceptés (jusqu'à 15 personnes)",4,"Français Anglais Allemand Espagnol",,2,"Activités pour les familles Gastronomie",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cours-de-cuisine-au-chateau-d-artigny-montbazon"
232 , "SPA du Château d'Artigny","47.280597","0.689907","SPA DU CHÂTEAU D'ARTIGNY","Château d'Artigny","37250 MONTBAZON",,"02 47 34 30 41","artigny@grandesetapes.fr","http://www.artigny.com","<p>Flâneries au spa, rituels marins, rituels du monde, soins de haute beauté, relaxation et bien-être sont disponibles sur rendez-vous en cabine solo ou duo.</p>","Groupes acceptés (jusqu'à 30 personnes)",1,"Anglais",,3,"Centre de soins / Bien être Parcours de Santé Salle de remise en forme",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/spa-du-chateau-d-artigny-montbazon"
233 , "Nature en jeux","47.379135","0.42033","NATURE EN JEUX","L'Offerrière","37130 MAZIERES-DE-TOURAINE",,"06 23 01 74 78","lofferiere@sfr.fr","http://www.nature-en-jeux37.com/","<p>Un parcours d'une heure de jeux d'adresse, de questions-réponses, pour découvrir un milieu naturel particulier.</p>",,0,,,3,"Activités pour les enfants Activités pour les familles Parc à thèmes",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/nature-en-jeux-mazieres-de-touraine"
234 , "Domaine marc brédif","47.410349","0.775559","DOMAINE MARC BREDIF","87 quai de la Loire","37210 ROCHECORBON",,"02 47 52 50 07","bredif.loire@domaine-bredif.fr","http://www.deladoucette.net/bredif/bredif_accueil.html?page=81","<p>Au coeur de la Touraine, le Domaine Marc Brédif (reconnue ""Cave d'excellence"") vous accueille dans le site majestueux de ses caves troglodytiques. En 1980, le Baron Patrick de Ladoucette a repris le flambeau en véritable amoureux du vin. Tout au long des 2km de galeries nous vous dévoilerons les secrets d'élaboration de nos grands vins.</p>","Produits : Vins AOC : AOC Bourgueil - AOC Chinon - AOC Saint Nicolas de Bourgueil - AOC Vouvray Groupes acceptés (jusqu'à 60 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-marc-bredif-rochecorbon"
235 , "Les Bains Douches","47.13218","0.998062","LES BAINS DOUCHES","2 impasse du Sanitas","37600 LOCHES",,"02 47 59 12 12","contact@les-bains-douches.fr","http://www.les-bains-douches.fr","<p>Centre de bien-être et remise en forme : soins du corps et visage - espace aquatique - sauna - hammam - balnéothérapie - espace fitness. Sur réservation.</p>","Groupes acceptés (jusqu'à 15 personnes)",1,"Anglais",,4,"Balnéothérapie Centre de soins / Bien être Piscine Salle de remise en forme",2,"Massages Soins esthétiques","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-bains-douches-loches"
236 , "Les Douceurs Tourangelles","47.394702","0.682757","SARL DES DOUCEURS","104 rue du Commerce","37000 TOURS",,"02 47 64 60 30","contact@douceurstourangelles.com","http://www.douceurstourangelles.com","<p>Epicerie fine, produits gastronomiques de Touraine.</p>","Produits : Condiments / Huilerie - Confitures - Conserverie - Foie gras - Sirops et jus de fruits",1,"Anglais",,0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-douceurs-tourangelles-tours"
237 , "Verrerie d'Art d'Amboise-Chargé Patrick Lepage","47.437987","1.03835","SARL VERRERIE D'ART D'AMBOISE-CHARGE - PATRICK","LEPAGE","Levée de La Loire","Les Caves - D751","02 47 23 65 56","verreriedartdamboise@free.fr","http://www.patricklepage.com","<p>Découverte de l'art du verre soufflé. Exposition permanente libre. Visite guidée avec démonstration (environ 1 h). Groupes de préférence sur RV. Cours individuel, journée d'initiation ou de formation au verre.</p>","Groupes acceptés (jusqu'à 100 personnes)",1,"Anglais",,2,"Activités pour les enfants(7 ans) Verrerie",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/verrerie-d-art-d-amboise-charge-patrick-lepage-charge"
238 , "Château de valmer","47.457264","0.886341","JARDINS DU CHATEAU DE VALMER","37210 CHANCAY",,,"02 47 52 93 12","jardins@chateaudevalmer.com","http://www.chateaudevalmer.com/","<p>Célèbre pour ses jardins Renaissance d’inspiration italienne, le Château de Valmer est également réputé pour ses vins de Vouvray. Les longues caves de tuffeau voient vieillir les vins de ce château à la tradition viticole de renom. Situé au cœur de l’appellation Vouvray, le vignoble s’étend sur 29 ha dont 6 ha dans l’enceinte historique du parc clos de murs. Aymar de Saint Venant a été rejoint en 2009 par son fils Jean qui apporte l’enthousiasme de la jeunesse.</p>","AOC : AOC Touraine - AOC Vouvray",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chateau-de-valmer-chancay"
239 , "Atelier Galerie Charles Hair Céramiste","47.167461","0.143406","ATELIER GALERIE CHARLES HAIR CERAMISTE","1 rue des Marais","37500 THIZAY",,"02 47 95 90 01","charles.hair@orange.fr","http://www.charles-hair.com","<p>Pièces tournées ou modelées en grès ou porcelaine, utilitaires et décoratives. Egalement, création de bijoux en porcelaine. Pièces uniques ou de petite série. Démonstration de tournage commentée (F/GB) sur RV. Régulièrement, présentation de peintres contemporains dans la galerie.</p>",,1,"Anglais",,1,"Céramique",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/atelier-galerie-charles-hair-ceramiste-thizay"
240 , "Couly-Dutheil","47.167347","0.250715","COULY-DUTHEIL","12 rue Diderot","37500 CHINON",,"02 47 97 20 20","info@coulydutheil-chinon.com","http://www.coulydutheil-chinon.com","<p>Depuis 4 générations, la famille Couly-Dutheil s’est attachée à sélectionner les meilleurs crus et à assurer le rayonnement de l’image des vins de Chinon. Les vins, dont le célèbre Clos de l’Echo cité par Rabelais, sont élaborés au sein d’un chai installé sur 3 étages ! Ils entameront leur vieillissement au cœur des caves du 12ème siècle. Pour une dégustation uniquement, ou pendant les périodes la saison touristique, adressez-vous aux boutiques suivantes : Clos de l'Echo et Au Vieux Marché à Chinon et Couly-Dutheil à Azay le Rideau.</p>","Produits : Vins AOC : AOC Bourgueil - AOC Chinon",2,"Anglais Espagnol","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/couly-dutheil-chinon"
241 , "Grimpe d'Arbres","47.394579","0.578269","CANOPEE ENCHANTEE®","Bois Farrault","37230 FONDETTES",,"02 47 42 08 90","contact@canopee-enchantee.com","http://www.canopee-enchantee.com","<p>Canopée Enchantée® vous propose de la grimpe d’Arbres et des animations autour et dans les Arbres, basées sur la connaissance et le respect de l'Arbre et de son environnement. Vous pratiquerez une activité de plein air, ludique et éducative qui allie sensations, émotions et découvertes… Nombreux sites en Touraine : Fondettes, Rillé, Amboise… et tous sites privés ou publics sur demande. Attention, Canopée Enchantée n'est pas un parc de loisir, ni ne propose de parcours ""accrobranche"".</p>","Groupes acceptés (jusqu'à 100 personnes)",2,"Français Anglais",,3,"Activités pour les enfants(7 ans) Activités pour les familles Accrobranche",1,"Animations thématiques spécifiques","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/grimpe-d-arbres-fondettes"
242 , "Jeu oenologique","47.410349","0.775559","ETS BREDIF","87 quai de la Loire","37210 ROCHECORBON",,"02 47 52 50 07","bredif.loire@domaine-bredif.fr","http://www.deladoucette.fr","<p>Nous vous proposons de développer vos connaissances œnologiques tout en vous amusant. Vous découvrirez à travers 5 étapes les différents arômes, cépages, odeurs propres aux vins de la région. Un coffret cadeau sera remis à l'équipe gagnante. Idéal à la suite d'une visite de cave.</p>","Produits : Vins Groupes acceptés (jusqu'à 60 personnes)",1,"Anglais","oui",2,"Activités pour les enfants(6) Activités pour les familles",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/jeu-oenologique-rochecorbon"
243 , "Alain Joulin et Fils","47.353897","0.914581","Alain Joulin et Fils","58 rue de Chenonceaux","37270 SAINT-MARTIN-LE-BEAU",,"02 47 50 28 49","alain.joulin@wanadoo.fr","http://www.domaine-joulin.com","<p>Au cœur du Val de Loire, notre domaine est localisé à Saint Martin le Beau, petite commune situé à 20 km de Tours. Avec mes deux fils, nous exploitons un vignoble de 12 hectares et produisons des vins de l’AOC Montlouis sur Loire : blanc sec, demi-sec, moelleux et pétillant que ,nous serons ravis de vous faire découvrir.</p>","Produits : Vins AOC : AOC Montlouis - AOC Touraine Groupes acceptés (jusqu'à 50 personnes)",0,,"oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/alain-joulin-et-fils-saint-martin-le-beau"
244 , "Bioparc zoo de Doué",,,"BIOPARC ZOO DE DOUÉ","Route de Cholet","49700 DOUE-LA-FONTAINE","LONGITUDE : -0.295874 / LATITUDE : 47.191541","02 41 59 18 58","infos@zoodoue.fr","http://www.zoodoue.fr","<p>Installé au coeur d'anciennes carrières de pierre, son architecture troglodytique unique, son organisation tout en étages et en verdure, font de lui un site atypique, propice à l'épanouissement de ses nombreux pensionnaires (girafes, lions, pandas, rhinocéros noirs...).</p>","Groupes acceptés (jusqu'à 20 personnes)",1,"Anglais",,2,"Zoo parc animalier",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/bioparc-zoo-de-doue-doue-la-fontaine"
